5011	36	48398	1	5
606	3978	985	2879	2480	3069	1542	2867	522	1496	396	2168	1414	1288	953	404	1321	1897	933	659	1976	784	1128	246	1777	1869	189	1166	519	1482	642	2124	1184	551	666	238
97	17	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	5	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0
98	19	1	3	0	0	0	2	0	0	1	0	0	1	2	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	2	0	1	0	0	1	0
99	630	10	54	10	43	39	38	23	28	4	24	8	28	11	18	10	6	20	17	14	6	27	4	9	4	30	27	1	19	3	25	11	26	13	6	11	3
100	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	892	17	69	18	56	44	48	41	30	14	32	7	46	19	12	23	2	36	36	32	10	52	12	16	1	43	17	3	16	11	35	20	32	10	10	19	3
107	56	3	2	1	1	2	3	2	1	0	1	1	6	2	0	1	1	1	2	4	1	5	2	1	0	2	2	0	0	4	0	0	1	0	2	2	0
108	162	1	15	2	13	10	10	1	10	1	9	0	4	6	10	3	0	5	4	4	2	9	4	2	1	6	0	0	3	4	9	2	7	1	0	3	1
109	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110	25	1	1	1	2	2	1	0	1	0	1	0	3	0	1	0	0	0	2	0	1	1	0	0	0	2	0	0	2	0	0	1	1	1	0	0	0
111	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	10	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
113	29	1	1	1	1	0	0	2	4	0	1	2	2	0	4	0	0	0	1	0	0	3	1	0	1	1	0	0	0	0	1	0	2	0	0	0	0
114	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
115	27	1	13	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	3	0
116	63	1	3	1	2	0	2	0	3	0	1	0	6	3	2	1	2	0	1	3	2	2	2	0	0	0	6	0	8	3	0	2	3	0	2	0	2
117	40	1	3	0	1	1	4	0	3	0	1	0	3	1	0	1	1	0	0	1	0	2	2	1	0	4	2	0	2	0	0	0	3	2	0	0	1
118	16	1	3	1	1	0	4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
119	30	1	2	0	1	2	2	0	0	0	2	0	1	1	0	1	1	0	0	3	0	4	0	1	1	1	0	0	0	0	4	1	1	0	0	0	0
120	80	2	11	1	6	3	6	3	1	0	2	2	2	3	4	0	1	3	4	1	0	1	2	2	1	7	3	0	2	1	1	2	2	1	0	0	0
121	109	1	5	5	9	1	3	3	1	0	2	0	2	1	2	0	5	0	0	0	0	1	2	25	4	7	2	1	12	2	1	3	4	3	1	1	0
122	26	4	2	0	2	2	0	0	1	3	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	3	0	1	0	0	0	0	2	0	0	0
123	53	1	4	0	3	2	2	0	5	1	3	0	2	5	4	1	0	1	2	1	0	0	0	0	1	2	1	0	0	1	2	1	6	1	0	1	0
124	15	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0
125	28	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	1	1	2	0	2	3	1	2	2	0	2	3	0	0	0	0
126	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	5	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	5	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
129	63	6	7	0	3	7	2	1	1	1	0	1	2	3	0	0	0	3	2	2	1	2	2	1	3	1	3	0	0	0	0	1	5	0	1	2	0
130	48	4	4	1	2	3	3	1	1	1	2	0	0	1	0	2	1	1	2	0	3	2	0	0	1	2	2	0	1	0	5	1	1	0	0	1	0
131	22	1	3	0	4	1	3	1	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0
132	7	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
133	49	2	7	1	1	6	1	2	4	1	1	0	1	0	2	1	0	2	1	3	0	2	0	0	1	2	2	0	2	0	0	0	3	1	0	0	0
134	322	2	36	3	25	6	19	12	28	2	10	4	19	7	13	9	1	10	10	4	3	17	4	6	0	5	9	4	5	1	11	2	13	14	3	5	0
135	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	11	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0
137	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	33	2	4	1	2	0	5	1	0	0	0	0	2	0	1	1	0	0	2	1	0	1	1	1	0	0	1	0	2	1	2	0	0	0	1	1	0
139	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	12	1	2	1	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
141	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	174	3	11	5	11	6	9	13	9	0	3	0	10	3	4	7	4	6	5	2	2	7	2	4	0	11	6	2	1	1	3	3	6	6	6	2	1
143	146	3	13	2	0	13	9	3	6	1	3	0	8	1	5	5	0	4	4	3	3	9	0	6	1	4	16	0	2	1	5	3	5	3	2	3	0
144	6	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
145	6	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	11	1	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0
147	1258	28	80	38	70	93	70	35	77	9	52	15	57	35	19	24	20	49	52	26	10	50	21	26	5	55	44	5	25	13	31	17	54	17	11	20	5
148	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
149	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	365	6	27	6	30	21	31	11	17	4	11	2	11	11	12	8	2	9	18	5	9	13	3	4	4	9	14	3	8	3	12	9	13	9	6	3	1
152	183	7	12	4	7	10	11	5	4	2	15	4	10	10	4	2	3	4	3	2	1	6	5	0	1	9	6	0	7	1	5	1	7	7	5	3	0
153	66	1	7	0	5	4	5	3	3	0	3	0	0	1	1	2	1	3	1	1	2	4	3	0	1	2	2	1	0	1	2	2	2	1	0	2	0
154	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	80	3	7	2	7	6	7	0	3	0	2	0	1	0	3	1	2	1	4	1	0	7	0	3	1	2	5	0	2	0	0	0	5	3	1	1	0
157	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	174	2	17	3	8	8	10	8	11	0	11	2	8	9	3	1	0	5	8	5	3	9	1	1	0	5	6	0	6	1	2	3	5	5	6	1	1
159	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	68	1	10	3	7	2	1	3	2	1	1	0	4	1	0	4	2	1	0	1	0	1	3	1	0	2	0	0	4	1	1	3	4	1	2	1	0
161	34	1	1	1	1	1	1	2	4	0	0	0	3	0	0	1	0	0	0	0	2	1	0	0	1	3	3	0	0	1	2	0	3	1	0	1	0
162	13	1	0	0	3	0	4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
163	8	2	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
164	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	50	4	12	1	5	7	1	1	2	0	0	0	0	3	0	1	0	0	0	1	0	0	0	1	0	1	3	0	2	0	3	0	0	2	0	0	0
166	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
168	9	2	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	18	2	1	0	2	1	2	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
170	118	2	2	2	8	4	7	1	5	3	1	0	1	0	5	6	7	16	5	1	3	5	6	5	3	5	0	0	0	0	5	1	6	2	0	1	0
171	7	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
172	18	2	0	0	0	2	0	0	2	0	1	0	0	3	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	2	0	1	0	0	0	0
173	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	19	1	3	0	2	0	2	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0
175	28	3	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	2	0	0	1	0	1	0	0	1	8	0	1	1	0	0	2	3	0	0	0
176	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
177	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
